"Warna","TDS","Kekeruhan","Suhu","E. Coli","Total Koliform","Fluorida","Total Kromium","Nitrit","Nitrat","Sianida","Aluminium","Besi","Kesadahan","Khlorida","Mangan","pH","Seng","Sulfat","Tembaga","Amonia","Zat Organik","Karbondioksida Bebas","Alkalinitas Total","Label"
"1","83.3","0.87","24","0","0","0.08","0.02","0.008","0.09","0.003","0.043","0.05","44.6","7.1","0.007","6.70","0.02","21","0.02","0.01","3.3","4.4","30","Layak Diminum"
"1","78.6","0.76","23","0","0","0.05","0.02","0.006","0.07","0.000","0.031","0.06","45.5","10.6","0.008","7.63","0.01","20","0.03","0.01","4.5","4.4","15.5","Layak Diminum"
"2","80.5","0.77","23","0","0","0.08","0.01","0.007","0.06","0.001","0.027","0.07","41.6","10.7","0.008","7.67","0.02","20","0.01","0.01","5.0","7","18.5","Layak Diminum"
"1","81.7","0.83","23","0","0","0.07","0.02","0.009","0.09","0.001","0.028","0.08","41.6","11.3","0.013","7.56","0.02","24","0.01","0.02","4.8","7.5","17.5","Layak Diminum"
"1","91.6","0.83","24","0","0","0.05","0.02","0.008","0.09","0.000","0.025","0.09","45.5","10.8","0.013","7.53","0.02","12","0.02","0.10","4.8","7","20","Layak Diminum"
"1","81.6","0.78","24","0","0","0.04","0.02","0.015","0.05","0.002","0.014","0.05","49.5","10.5","0.009","7.43","0.03","18","0.02","0.02","5.3","5.3","20.5","Layak Diminum"
"1","77.8","0.71","24","0","0","0.04","0.01","0.018","0.07","0.000","0.019","0.08","51.5","11.3","0.007","7.40","0.04","28","0.01","0.02","5.0","5.7","20","Layak Diminum"
"2","81.6","0.75","24","0","0","0.11","0.01","0.017","0.07","0.000","0.046","0.07","45.5","11.4","0.009","7.51","0.03","27","0.03","0.03","4.5","5.7","19.5","Layak Diminum"
"1","76.7","0.70","23","0","0","0.13","0.01","0.018","0.09","0.000","0.031","0.05","45.5","14.0","0.011","7.44","0.04","23","0.40","0.05","4.8","6.2","19","Layak Diminum"
"1","82.3","0.69","23","0","0","0.09","0.02","0.011","0.15","0.003","0.037","0.04","43.6","11.3","0.017","7.40","0.03","23","0.05","0.03","4.8","6.6","17.5","Layak Diminum"
"2","76.0","0.79","23","0","0","0.09","0.01","0.009","0.10","0.002","0.035","0.08","47.5","11.1","0.015","7.48","0.03","18","0.03","0.02","5.0","7","17.5","Layak Diminum"
"1","89.0","0.76","22","0","0","0.07","0.02","0.009","0.08","0.005","0.031","0.09","47.5","12.1","0.008","7.57","0.02","14","0.03","0.02","4.8","7.5","20","Layak Diminum"
"1","79.0","0.77","22","0","0","0.02","0.02","0.001","0.07","0.002","0.003","0.02","28.2","6.7","0.007","7.35","0.03","15","0.01","0.03","7.4","7.04","33","Layak Diminum"
"1","81.0","0.86","21","0","0","0.01","0.03","0.004","0.05","0.004","0.083","0.04","28.7","7","0.006","7.31","0.02","14","0.01","0.02","8.0","7.04","34","Layak Diminum"
"1","84.0","0.74","19","0","0","0.02","0.02","0.007","0.08","0.002","0.092","0.04","28.7","6.1","0.005","7.29","0.01","9","0.02","0.04","8.9","8.8","35","Layak Diminum"
"2","88.1","0.75","23","0","0","0.01","0.02","0.005","0.1","0.002","0.108","0.05","27.7","5.4","0.008","7.27","0.01","13","0.02","0.05","6.8","6.16","34","Layak Diminum"
"2","85.8","0.77","23","0","0","0.02","0.01","0.005","0.11","0.003","0.083","0.07","41.1","7","0.005","7.3","0.02","11","0.01","0.05","7.4","12.76","34","Layak Diminum"
"2","86.2","0.77","23","0","0","0.02","0.02","0.002","0.11","0.002","0.092","0.08","38.6","7.5","0.004","7.29","0.02","20","0.01","0.06","6.2","30.8","13","Layak Diminum"
"1","87.6","0.80","23","0","0","0.02","0.02","0.002","0.14","0.002","0.036","0.07","38.6","8","0.007","7.27","0.03","15","0.02","0.05","7.4","32.56","16","Layak Diminum"
"2","86.7","0.83","23","0","0","0.02","0.02","0.002","0.14","0.004","0.025","0.07","56.1","8","0.007","7.25","0.02","16","0.01","0.05","5.0","33.44","14","Layak Diminum"
"1","84.7","0.85","23","0","0","0.02","0.01","0.002","0.11","0.004","0.018","0.07","36.6","6.6","0.007","7.2","0.04","18","0.01","0.05","6.2","29.92","13","Layak Diminum"
"2","83.8","0.81","23","0","0","0.04","0.01","0.005","0.15","0.002","0.02","0.07","46.4","6","0.007","7.22","0.03","18","0.01","0.02","6.8","31.68","13","Layak Diminum"
"3","84.5","0.75","22","0","0","0.01","0.03","0.003","0.01","0.003","0.022","0.03","36.6","2.5","0.005","7.03","0.03","14","0.02","0.05","4.8","28.16","12","Layak Diminum"
"2","83.1","0.76","22","0","0","0.02","0.01","0.006","0.05","0.002","0.009","0.02","41.58","2.9","0.006","7.55","0.01","10","0.02","0.02","3.6","7.48","61","Layak Diminum"
"3","87.8","0.73","23","0","0","0.02","0.02","0.007","0.05","0.001","0.008","0.02","43.56","3.5","0.006","7.6","0.02","9","0.02","0.02","3.6","6.6","34","Layak Diminum"
"1","85.5","0.70","21","0","0","0.01","0","0.007","0.07","0","0.021","0.01","41.58","7.1","0.005","6.95","0","5","0","0","5.3","7.04","34","Layak Diminum"
"1","106.0","0.60","21","0","0","0.02","0.02","0.012","0.06","0.001","0.014","0.03","39.6","7.5","0.003","7.04","0.03","8","0.02","0.02","4.5","5.28","34.5","Layak Diminum"
"1","64.0","0.63","22","0","0","0.02","0.03","0.013","0.6","0.002","0.046","0.05","41.58","7.5","0.005","7.08","0.02","7","0.01","0.02","2.7","4.4","34.5","Layak Diminum"
"1","69.0","0.68","22","0","0","0.03","0.02","0.013","0.07","0.001","0.054","0.04","45.54","7.5","0.003","7.02","0.02","7","0.02","0.01","2.7","6.16","34.5","Layak Diminum"
"1","65.0","0.92","22","0","0","0.03","0.02","0.01","0.04","0.002","0.123","0.04","41.58","7","0.006","7.14","0.02","9","0.02","0.02","3.3","4.4","35","Layak Diminum"
"2","59.0","0.92","22","0","0","0.04","0.01","0.009","0.05","0.002","0.083","0.05","41.58","7","0.003","7.1","0.04","10","0.02","0.02","2.1","8.36","37","Layak Diminum"
"1","64.0","0.82","22","0","0","0.03","0.01","0.007","0.07","0.003","0.064","0.03","41.58","6.3","0.002","6.9","0.02","12","0.03","0.01","3.6","5.28","34","Layak Diminum"
"1","61.0","0.88","22","0","0","0.04","0.01","0.005","0.08","0.002","0.018","0.05","29.7","12.5","0.015","7.01","0.02","20","0.01","0.01","2.7","68.64","44.5","Layak Diminum"
"1","57.0","0.91","22","0","0","0.05","0.03","0.002","0.06","0.002","0.01","0.05","45.5","12.4","0.013","7.03","0.03","14","0.03","0.04","5.3","89.76","37","Layak Diminum"
"1","65.5","0.70","22","0","0","0.03","0.01","0.006","0.03","0.002","0.013","0.05","37.6","10.2","0.007","7.03","0.04","7","0.02","0.03","4.2","32.56","96","Layak Diminum"
"1","62.0","0.58","22","0","0","0.02","0.02","0.002","0.05","0.002","0.011","0.07","57.4","11.4","0.013","7.05","0.03","24","0.02","0.05","1.5","68.64","18","Layak Diminum"
"1","90.2","0.46","20","0","0","0.03","0.02","0.007","0.06","0.002","0.012","0.06","51.4","10.2","0.015","7.09","0.02","14","0.02","0.4","7.7","68.64","19","Layak Diminum"
"1","89.9","0.50","20","0","0","0.03","0.01","0.007","0.08","0.002","0.009","0.05","110.88","5.6","0.007","7.21","0.05","22","0.02","0.03","2.7","33.44","18","Layak Diminum"
"1","82.6","0.48","20","0","0","0.03","0.02","0.009","0.05","0.002","0.064","0.01","31.68","11","0.008","7.15","0.02","15","0.02","0.02","4.8","75.68","18","Layak Diminum"
"1","85.6","0.46","20","0","0","0.08","0.03","0.001","0.06","0.002","0.06","0.05","49.5","11","0.008","7.68","0.04","21","0.02","0.02","1.5","32.56","33","Layak Diminum"
"1","88.2","0.27","19","0","0","0.05","0.02","0.001","0.09","0.004","0.012","0.05","61","3.2","0.007","7.12","0.03","20","0.02","0.03","5.3","6.16","16","Layak Diminum"
"1","94.9","0.18","21","0","0","0.05","0.03","0.004","0.08","0.003","0.011","0.04","39.6","3","0.008","7.21","0.04","21","0.02","0.03","3.6","5.28","20","Layak Diminum"
"1","96.6","0.20","21","0","0","0.05","0.02","0.001","0.09","0.004","0.012","0.05","61","3.2","0.007","7.12","0.03","20","0.02","0.03","5.3","6.16","16","Layak Diminum"
"1","93.6","0.22","22","0","0","0.04","0.02","0.003","0.07","0.003","0.011","0.05","49.5","3.6","0.002","7.24","0.05","14","0.04","0.02","4.5","2.64","16","Layak Diminum"
"2","125.1","0.30","24","0","0","0.06","0.01","0.008","0.04","0.003","0.011","0.07","49.5","4.2","0.006","7.16","0.02","16","0.02","0.25","4.8","6.16","14","Layak Diminum"
"1","120.6","0.60","24","0","0","0.07","0.02","0.01","0.03","0.002","0.012","0.06","49","3.3","0.008","7.17","0.02","14","0.02","0.01","4.8","1.76","17","Layak Diminum"
"2","122.4","0.66","24","0","0","0.06","0.02","0.007","0.05","0.002","0.002","0.05","50","3.4","0.07","7.13","0.05","18","0.02","0.02","3.0","33","34","Layak Diminum"
"2","126.4","0.72","24","0","0","0.04","0.02","0.006","0.06","0.002","0.046","0.03","36.6","2.9","0.005","6.98","0.03","16","0.02","0.05","4.2","93.28","157","Layak Diminum"
"2","336.7","0.87","24","0","0","0.07","0.03","0.009","0.08","0.002","0.005","0.03","40.6","3.5","0.008","7.36","0.3","12","0.02","0.04","3.9","30.36","35","Layak Diminum"
"2","341.6","0.86","24","0","0","0.90","0.02","0.018","0.04","0.003","0.014","0.03","59.4","7.9","0.014","7.30","0.03","15","0.03","0.06","3.6","39.6","38.0","Layak Diminum"
"3","350.3","0.93","24","0","0","0.07","0.01","0.021","0.04","0.002","0.015","0.03","79.2","21.0","0.014","6.90","0.03","14","0.03","0.07","5.3","19.4","48.0","Layak Diminum"
"3","347.3","0.95","24","0","0","0.06","0","0.004","1.11","0.007","0.05","0.04","81.7","11","0.024","7.08","0.18","14","0.00","0.00","3.0","17.3","40.6","Layak Diminum"
"2","348.1","0.91","24","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","14.3","39.5","Layak Diminum"
"2","353.4","0.90","24","0","0","0.00","0.01","0.002","0.07","0.009","0.008","0.01","77.2","4.8","0.000","6.82","0.02","1","0.02","0.00","0.6","49.3","50.5","Layak Diminum"
"1","88.0","0.96","23","0","0","0.05","0.01","0.001","0.07","0.006","0.000","0.02","85.1","59.2","0.028","7.89","0.05","0","0.00","0.29","2.1","154.0","299.0","Tidak Layak Diminum"
"2","75.0","0.94","23","0","0","0.14","0.00","0.002","0.19","0.005","0.071","0.01","39.6","9.0","0.006","7.11","0.01","15","0.01","0.00","2.1","44.0","27.0","Layak Diminum"
"2","81.0","0.91","23","0","0","0.02","0.01","0.006","0.03","0.002","0.005","0.02","44.6","10.5","0.005","7.07","0.06","30","0.02","0.02","3.9","73.92","19","Layak Diminum"
"2","84.0","0.98","23","0","0","0.05","0.03","0.002","0.02","0.002","0.007","0.02","104","10.8","0.013","7.16","0.02","13","0.02","0.02","7.4","89.76","19","Layak Diminum"
"2","79.0","0.97","23","0","0","0.05","0.02","0.006","0.02","0.002","0.008","0.01","57.4","11.5","0.015","7.2","0.01","17","0.03","0.02","8.0","75.68","18","Layak Diminum"
"1","80.0","0.92","23","0","0","0.03","0.02","0.007","0.06","0.003","0.021","0.033","53.5","5.7","0.022","7.26","0.01","8","0.04","0.03","8.9","75.68","18","Layak Diminum"
"1","74.0","0.91","23","0","0","0.02","0.02","0.009","0.08","0.004","0.014","0.05","43.9","5.6","0.026","7.18","0.02","14","0.03","0.02","6.8","73.92","16.2","Layak Diminum"
"2","77.0","0.84","23","0","0","0.01","0.01","0.009","0.15","0.003","0.003","0.01","46.4","5.8","0.017","7.15","0.03","17","0.03","0.01","7.4","89.76","18","Layak Diminum"
"2","71.6","0.80","23","0","0","0.01","0.01","0.004","0.06","0.003","0.002","0.04","51.2","5.7","0.017","7.18","0.03","9","0.02","0.01","6.2","68.64","19","Layak Diminum"
"2","77.3","0.78","23","0","0","0.03","0.02","0.002","0.14","0.004","0.003","0.03","61","5.8","0.008","7.25","0.03","18","0.02","0.03","1.8","77.44","19","Layak Diminum"
"1","80.6","0.76","23","0","0","0.02","0.02","0.003","0.09","0.003","0.007","0.07","73.2","6.4","0.005","7.23","0.05","14","0.02","0.02","2.1","73.92","15.2","Layak Diminum"
"2","83.5","0.66","23","0","0","0.03","0.01","0.007","0.08","0.002","0.009","0.05","110.88","5.6","0.007","7.21","0.05","22","0.02","0.03","2.7","33.44","18","Layak Diminum"
"1","74.6","0.76","23","0","0","0.05","0.03","0.013","0.04","0.002","0.009","0.03","104","3.2","0.007","7.14","0.03","12","0.02","0.03","3.6","30.8","36","Layak Diminum"
"1","71.6","0.86","23","0","0","0.03","0.02","0.01","0.02","0.002","0.007","0.03","57.4","3.6","0.009","7.12","0.04","15","0.02","0.04","3.9","32.56","33","Layak Diminum"
"2","76.4","0.81","23","0","0","0.04","0.02","0.008","0.04","0.003","0.011","0.04","73.2","4.2","0.01","6.94","0.02","12","0.02","0.04","2.7","33","34","Layak Diminum"
"1","173.0","0.39","24","0","0","0.04","0.02","0.007","0.05","0.003","0.015","0.03","45.54","3.3","0.008","7.07","0.02","10","0.02","0.03","3.3","32.12","35","Layak Diminum"
"1","140.0","0.82","24","0","0","0.03","0.01","0.008","0.03","0.002","0.017","0.01","91.08","3.4","0.007","7.5","0.01","7","0.01","0.02","2.1","7.48","35.3","Layak Diminum"
"1","138.0","0.87","24","0","0","0.02","0.01","0.006","0.05","0.002","0.009","0.02","41.58","2.9","0.006","7.55","0.01","10","0.02","0.02","3.6","7.48","61","Layak Diminum"
"1","133.0","0.90","26","0","0","0.02","0.02","0.007","0.05","0.001","0.008","0.02","43.56","3.5","0.006","7.6","0.02","9","0.02","0.02","3.6","6.6","34","Layak Diminum"
"1","148.0","0.39","24","0","0","0.01","0","0.007","0.07","0","0.021","0.01","41.58","7.1","0.005","6.95","0","5","0","0","5.3","7.04","34","Layak Diminum"
"1","116.0","0.86","23","0","0","0.04","0.01","0.009","0.05","0.002","0.083","0.05","41.58","7","0.003","7.1","0.04","10","0.02","0.02","2.1","8.36","37","Layak Diminum"
"1","120.0","0.82","23","0","0","0.03","0.01","0.007","0.07","0.003","0.064","0.03","41.58","6.3","0.002","6.9","0.02","12","0.03","0.01","3.6","5.28","34","Layak Diminum"
"1","117.0","0.77","23","0","0","0.03","0.02","0.008","0.06","0.003","0.061","0.02","43.56","11.1","0.003","6.96","0.05","10","0.02","0.03","3.6","7.48","33","Layak Diminum"
"1","121.0","0.75","23","0","0","0.03","0.02","0.009","0.05","0.002","0.05","0.03","39.6","15.2","0.004","6.93","0.02","8","0.02","0.01","5.3","9.68","33","Layak Diminum"
"1","122.0","0.83","23","0","0","0.02","0.02","0.011","0.06","0.002","0.06","0.02","43.56","6","0.002","6.95","0.03","8","0.01","0.02","4.5","7.92","34","Layak Diminum"
"1","121.0","0.76","23","0","0","0.01","0.02","0.004","0.06","0.001","0.003","0.03","57.4","7.4","0.007","6.92","0.01","15","0","0.02","4.5","15.84","46.5","Layak Diminum"
"1","123.0","0.81","23","0","0","0.01","0.03","0.05","0.04","0.002","0.042","0.05","48.5","8.7","0.014","6.93","0.02","21","0.03","0.03","5.0","6.16","16","Layak Diminum"
"1","130.0","0.84","23","0","0","0.04","0.01","0.026","0.04","0.002","0.020","0.06","49.5","7.2","0.009","7.16","0.06","13","0.03","0.07","2.1","6.2","20.0","Layak Diminum"
"1","125.0","0.80","23","0","0","0.05","0.01","0.021","0.06","0.004","0.016","0.05","49.5","6.1","0.008","7.28","0.04","15","0.02","0.04","2.7","5.3","24.0","Layak Diminum"
"1","128.0","0.76","23","0","0","0.06","0.01","0.020","0.06","0.002","0.013","0.05","47.5","7.1","0.009","7.30","0.04","14","0.02","0.07","1.5","5.3","20.0","Layak Diminum"
"1","80.6","0.87","24","0","0","0.08","0.02","0.019","0.07","0.003","0.015","0.06","49.5","7.0","0.014","7.35","0.04","19","0.01","0.11","2.4","6.2","22.0","Layak Diminum"
"2","70.4","0.73","22","0","0","0.09","0.01","0.014","0.07","0.002","0.018","0.08","45.5","4.3","0.007","6.87","0.06","19","0.02","0.08","2.4","35.2","12.0","Layak Diminum"
"1","72.4","0.69","21","0","0","0.06","0.02","0.027","0.08","0.002","0.022","0.07","45.5","4.7","0.008","6.93","0.08","21","0.03","0.13","1.2","31.7","14.0","Layak Diminum"
"1","73.2","0.74","21","0","0","0.09","0.02","0.025","0.09","0.002","0.021","0.08","45.5","4.1","0.006","6.98","0.06","17","0.03","0.06","2.7","30.8","13.0","Layak Diminum"
"1","70.1","0.63","20","0","0","0.09","0.01","0.026","0.04","0.003","0.013","0.08","43.6","5.1","0.007","6.91","0.07","16","0.02","0.05","0.9","30.8","15.0","Layak Diminum"
"1","35.6","0.65","20","0","0","0.09","0.01","0.014","0.04","0.002","0.023","0.04","47.5","5.3","0.012","6.83","0.07","15","0.02","0.02","1.5","33.4","13.0","Layak Diminum"
"1","37.6","0.53","21","0","0","0.06","0.01","0.019","0.03","0.002","0.029","0.04","41.6","5.4","0.011","6.89","0.04","11","0.02","0.07","1.8","31.7","13.0","Layak Diminum"
"2","34.4","0.52","21","0","0","0.05","0.02","0.023","0.05","0.002","0.027","0.05","41.6","5.2","0.004","6.87","0.03","14","0.02","0.11","2.1","39.6","12.0","Layak Diminum"
"2","39.6","0.46","21","0","0","0.06","0.01","0.010","0.07","0.003","0.110","0.03","95","39.3","0.004","7.67","0.05","12","0.02","0.08","2.4","98.6","216.0","Layak Diminum"
"1","34.9","0.69","21","0","0","0.09","0.01","0.017","0.05","0.002","0.017","0.03","87.1","39.4","0.014","7.66","0.06","10","0.02","0.10","2.1","102.1","226.0","Tidak Layak Diminum"
"1","231.0","0.74","23","0","0","0.05","0.01","0.020","0.05","0.003","0.018","0.03","89.1","40.1","0.012","7.67","0.06","14","0.01","0.12","2.7","107.4","232.0","Tidak Layak Diminum"
"1","233.0","0.85","23","0","0","0.03","0.01","0.016","0.02","0.002","0.018","0.05","86.1","39.1","0.011","7.64","0.04","12","0.02","0.13","2.2","103.8","222.0","Tidak Layak Diminum"
"1","230.0","0.79","23","0","0","0.02","0.01","0.016","0.02","0.002","0.018","0.05","86.1","39.1","0.011","7.64","0.04","12","0.02","0.13","2.2","103.8","222.0","Tidak Layak Diminum"
"1","122.6","0.55","23","0","0","0.02","0.01","0.015","0.03","0.002","0.023","0.06","91.1","39.0","0.011","7.67","0.02","10","0.02","0.14","2.7","105.6","225.0","Tidak Layak Diminum"
"1","98.1","0.72","22","0","0","0.06","0.02","0.022","0.03","0.002","0.022","0.08","69.3","8.6","0.014","6.69","0.04","17","0.03","0.08","2.4","59.8","42.0","Layak Diminum"
"1","97.6","0.80","22","0","0","0.07","0.02","0.022","0.03","0.002","0.022","0.08","69.3","8.6","0.014","6.69","0.04","17","0.03","0.08","2.4","59.8","42.0","Layak Diminum"
"1","96.5","0.73","22","0","0","0.07","0.01","0.021","0.06","0.002","0.014","0.04","77.2","8.8","0.022","7.01","0.06","13","0.02","0.04","3.0","63.4","38.0","Layak Diminum"
"1","95.3","0.70","22","0","0","0.08","0.01","0.014","0.09","0.003","0.014","0.04","81.2","8.9","0.016","6.93","0.02","11","0.02","0.04","2.4","67.8","40.0","Layak Diminum"
"1","96.1","0.77","22","0","0","0.09","0.02","0.012","0.13","0.002","0.013","0.03","79.2","8.9","0.017","7.02","0.03","19","0.02","0.08","2.7","61.6","43.0","Layak Diminum"
"1","94.3","0.68","23","0","0","0.06","0.02","0.016","0.08","0.003","0.017","0.03","83.2","9.0","0.018","7.01","0.01","19","0.02","0.04","3.3","68.6","42.0","Layak Diminum"
"1","92.8","0.78","22","0","0","0.03","0.01","0.019","0.04","0.003","0.023","0.03","75.2","7.1","0.015","6.96","0.06","17","0.02","0.06","2.7","63.4","40.0","Layak Diminum"
"1","93.6","0.83","22","0","0","0.09","0.01","0.019","0.05","0.002","0.019","0.04","67.3","8.3","0.015","7.22","0.04","17","0.02","0.09","3.9","35.2","35.0","Layak Diminum"
"1","95.3","0.85","22","0","0","0.12","0.02","0.018","0.05","0.002","0.012","0.04","67.3","8.3","0.018","7.27","0.04","9","0.02","0.14","4.2","38.3","38.0","Layak Diminum"
"1","96.7","0.81","22","0","0","0.13","0.01","0.023","0.03","0.003","0.011","0.04","63.4","8.5","0.021","7.31","0.04","13","0.02","0.11","4.2","38.7","36.0","Layak Diminum"
"1","97.7","0.79","22","0","0","0.08","0.01","0.014","0.04","0.003","0.013","0.03","61.4","8.4","0.020","7.33","0.07","11","0.03","0.08","3.9","38.3","39.0","Layak Diminum"
"1","95.7","0.81","22","0","0","0.06","0.01","0.017","0.04","0.002","0.014","0.03","59.4","8.1","0.014","7.29","0.07","17","0.02","0.06","3.6","40.0","37.0","Layak Diminum"
"1","97.3","0.88","22","0","0","0.90","0.02","0.018","0.04","0.003","0.014","0.03","59.4","7.9","0.014","7.30","0.03","15","0.03","0.06","3.6","39.6","38.0","Layak Diminum"
"1","96.7","0.85","22","0","0","0.05","0.02","0.019","0.06","0.002","0.012","0.06","57.4","8.5","0.014","7.25","0.05","12","0.02","0.05","4.5","35.2","36.0","Layak Diminum"
"1","95.4","0.78","23","0","0","0.05","0.03","0.006","0.02","0.002","0.025","0.06","76.2","12.5","0.008","7.03","0.03","21","0.03","0.02","6.5","33.44","12","Layak Diminum"
"1","94.5","0.75","23","0","0","0.03","0.02","0.001","0.07","0.003","0.011","0.01","56.1","11.5","0.014","7.11","0.05","8","0.01","0.03","8.0","66.88","19","Layak Diminum"
"1","93.8","0.76","22","0","0","0.02","0.02","0.003","0.04","0.004","0.009","0.08","98","12.3","0.007","7.08","0.04","28","0.01","0.02","4.2","75.68","18","Layak Diminum"
"1","95.0","0.71","22","0","0","0.02","0.02","0.003","0.09","0.003","0.007","0.07","73.2","6.4","0.005","7.23","0.05","14","0.02","0.02","2.1","73.92","15.2","Layak Diminum"
"1","92.0","0.70","20","0","0","0.06","0.02","0.004","0.02","0.02","0.006","0.07","83.16","11","0.013","7.24","0.02","17","0.02","0.04","3.3","44","19","Layak Diminum"
"1","170","0.7","24","0","0","0.02","0.01","0.002","0.03","0","0.003","0.02","57.4","8.3","0.013","7.01","0","16","0","0.01","5.3","42.68","69","Layak Diminum"
"1","195","0.96","25","0","0","0.02","0.02","0.003","0.03","0","0.007","0.05","59.4","6.4","0.024","6.95","0.01","15","0.01","0.02","4.5","17.6","64","Layak Diminum"
"1","195","0.93","25","0","0","0.01","0.02","0.004","0.06","0.001","0.003","0.03","57.4","7.4","0.007","6.92","0.01","15","0","0.02","4.5","15.84","46.5","Layak Diminum"
"1","192","0.95","25","0","0","0.02","0.01","0.001","0.05","0.001","0.007","0.05","51.5","6.9","0.013","6.93","0.02","21","0.01","0.02","6.5","20.24","55","Layak Diminum"
"1","130","0.83","24","0","0","0.01","0","0.005","0.05","0","0.007","0.04","59.4","6.4","0.018","6.9","0.01","13","0","0.01","5.3","16.72","86","Layak Diminum"
"2","132","0.91","24","0","0","0.02","0.02","0.006","0.02","0.002","0.007","0.03","59.4","6","0.007","6.8","0.03","8","0.01","0.04","5.0","2.64","16","Layak Diminum"
"2","141","0.86","24","0","0","0.01","0.02","0.006","0.02","0.001","0.008","0.05","50","5.5","0.005","6.85","0.02","13","0.01","0.03","5.3","6.16","14","Layak Diminum"
"1","126","0.85","24","0","0","0.01","0.01","0.009","0.02","0.001","0.095","0.07","50.5","3","0.002","6.86","0.02","14","0","0.03","5.4","1.76","17","Layak Diminum"
"1","121","0.9","24","0","0","0.02","0.01","0.007","0.01","0.002","0.03","0.02","54.5","5.5","0.004","7.04","0.01","16","0.01","0.02","5.1","2.64","18","Layak Diminum"
"2","123","0.81","24","0","0","0.02","0.02","0.007","0.03","0.002","0.042","0.04","55.4","9.2","0.006","7.15","0.02","5","0.02","0.01","5.6","4.4","22","Layak Diminum"
"2","136","0.87","24","0","0","0.02","0.02","0.005","0.04","0.002","0.047","0.04","45.5","8.7","0.012","7.01","0.02","24","0.02","0.03","5.3","5.28","20","Layak Diminum"
"1","128","0.9","24","0","0","0.01","0.03","0.05","0.04","0.002","0.042","0.05","48.5","8.7","0.014","6.93","0.02","21","0.03","0.03","5.0","6.16","16","Layak Diminum"
"1","118","0.83","24","0","0","0.02","0.02","0.007","0.05","0.003","0.055","0.07","47","6","0.009","6.9","0.03","21","0.02","0.02","4.8","7.48","61","Layak Diminum"
"1","180","0.88","23","0","0","0.01","0.02","0.008","0.07","0.003","0.002","0.08","39.6","4","0.007","6.86","0.02","25","0.01","0.02","4.8","6.6","34","Layak Diminum"
"2","180","0.36","19","0","0","0.01","0.03","0.004","0.09","0.002","0.016","0.01","94.1","3.5","0.013","6.99","0.01","14","0.02","0.01","7.4","7.04","34","Layak Diminum"
